date+url,news
20191223https://news.yahoo.com/rss/,"{'Title0': 'Battle lines harden over Trump impeachment trial witnesses', 'Date0': 'Sun, 22 Dec 2019 12:19:20 -0500', 'Link0': 'https://news.yahoo.com/white-house-does-not-want-171920149.html', 'Media0': [{'height': '86', 'url': 'http://l2.yimg.com/uu/api/res/1.2/LD_CJF6YyQDLhaeUAJnfUw--/YXBwaWQ9eXRhY2h5b247aD04Njt3PTEzMDs-/https://media.zenfs.com/en-US/reuters.com/df88e59ac7a081dcf4aae6295b1b36dc', 'width': '130'}], 'Links0': [{'rel': 'alternate', 'type': 'text/html', 'href': 'https://news.yahoo.com/white-house-does-not-want-171920149.html'}]}"
